time;Intake temp.          ;Throttle pos.                     ;Injection time             ;Vehicle speed       ;Coolant temp.     ;Lambdaintegrator 1                 ;Lambdaintegrator 2                 ;Air mass                     ;Load                         ;Current RPM                 ;Target RPM               ;Engine temp.               ;Pedal pos.                  ;Battery voltage                         ;camshaft position bank 1;camshaft position bank 2;Ignition angle              ;Knock sensor Cyl.1;Knock sensor Cyl.2;Knock sensor Cyl.3;Knock sensor Cyl.4;Knock sensor Cyl.5;Knock sensor Cyl.6;Knock sensor Cyl.7;Knock sensor Cyl.8;Lambdasondenspannung n Kat    ;Lambdasondenspannung n Kat 2  
233954;24;4.31376;3.808;6.25;29.25;0.999424;0.999424;26.7;10.3075;768.75;700;92.25;1.40136;13.3;-0.0819;0.1092;20.25;1.1328;1.09374;1.01561;1.09374;1.17186;1.79685;0.937488;1.17186;6.2487;6.2487
234055;24;4.31376;3.808;6.25;29.25;0.999424;0.999424;26.7;10.3075;768.75;700;92.25;1.40136;13.3;-0.0819;0.1092;20.25;1.1328;1.09374;1.01561;1.09374;1.17186;1.79685;0.937488;1.17186;6.2487;6.2487
234230;24;5.09808;4.144;6.25;29.25;0.999424;0.999424;30;11.0124;698.25;680;92.25;1.53808;13.015;0.1599;-0.0273;18;1.17186;1.1328;1.05467;1.05467;1.1328;1.75779;0.97655;1.1328;6.2487;6.2487
234316;24;5.09808;4.144;6.25;29.25;0.999424;0.999424;30;11.0124;698.25;680;92.25;1.53808;13.015;0.1599;-0.0273;18;1.17186;1.1328;1.05467;1.05467;1.1328;1.75779;0.97655;1.1328;6.2487;6.2487
234509;24;6.27456;4.816;6.25;29.25;0.999424;0.999424;37.3;13.1365;799;730;92.25;1.64062;13.395;0.39;0.4095;21;1.17186;1.1328;1.05467;1.09374;1.1328;1.67967;1.01561;1.1328;6.2487;6.2487
234696;24;6.27456;4.816;6.25;29.25;0.999424;0.999424;37.3;13.1365;799;730;92.25;1.64062;13.395;0.39;0.4095;21;1.17186;1.1328;1.05467;1.09374;1.1328;1.67967;1.01561;1.1328;6.2487;6.2487
234834;24;7.45104;5.68;7.5;29.25;0.999424;0.999424;47;16.8581;874.25;790;92.25;1.69921;13.3;3.5646;4.2354;25.5;1.17186;1.1328;1.24998;1.17186;1.21092;1.9531;1.09374;1.21092;6.2487;6.2487
234936;24;7.45104;5.68;7.5;29.25;0.999424;0.999424;47;16.8581;874.25;790;92.25;1.69921;13.3;3.5646;4.2354;25.5;1.17186;1.1328;1.24998;1.17186;1.21092;1.9531;1.09374;1.21092;6.2487;6.2487
235074;24;8.23536;6.304;7.5;29.25;0.999424;0.999424;53.9;20.4883;967.75;880;92.25;1.72363;13.3;16.4463;16.1538;30.75;1.21092;1.21092;1.24998;1.24998;1.28905;1.79685;1.17186;1.24998;6.2487;6.2487
235297;24;8.23536;6.304;7.5;29.25;0.999424;0.999424;53.9;20.4883;967.75;880;92.25;1.72363;13.3;16.4463;16.1538;30.75;1.21092;1.21092;1.24998;1.24998;1.28905;1.79685;1.17186;1.24998;6.2487;6.2487
235523;24;8.62752;5.536;10;29.25;0.999424;0.999424;57.7;20.5203;1171;1070;92.25;1.72851;13.3;23.1855;23.361;36.75;1.32811;1.36717;1.40623;1.40623;1.44529;1.71873;1.28905;1.36717;6.2487;6.2487
235615;24;8.62752;5.536;10;29.25;0.999424;0.999424;57.7;20.5203;1171;1070;92.25;1.72851;13.3;23.1855;23.361;36.75;1.32811;1.36717;1.40623;1.40623;1.44529;1.71873;1.28905;1.36717;6.2487;6.2487
235806;24;9.41184;5.328;11.25;29.25;0.999424;0.999424;62.7;20.1785;1294.25;1190;92.25;1.69433;13.205;23.8836;22.9671;38.25;1.48436;1.48436;1.48436;1.52342;1.56248;1.71873;1.40623;1.60154;6.2487;6.2487
236074;24;9.41184;5.328;11.25;29.25;0.999424;0.999424;62.7;20.1785;1294.25;1190;92.25;1.69433;13.205;23.8836;22.9671;38.25;1.48436;1.48436;1.48436;1.52342;1.56248;1.71873;1.40623;1.60154;6.2487;6.2487
237159;24;3.52944;2.448;12.5;29.25;0.999424;0.999424;21.1;3.20134;1159.5;1160;92.25;0.781248;13.395;0.3939;0.975;5.25;1.9531;1.71873;1.40623;1.56248;1.6406;1.71873;1.48436;1.67967;6.2487;6.2487
239706;24;3.52944;2.448;12.5;29.25;0.999424;0.999424;21.1;3.20134;1159.5;1160;92.25;0.781248;13.395;0.3939;0.975;5.25;1.9531;1.71873;1.40623;1.56248;1.6406;1.71873;1.48436;1.67967;6.2487;6.2487
240950;24;12.5491;7.52;8.75;29.25;0.999424;0.999424;81.8;26.6849;1101;1000;93;1.96777;13.49;28.1151;27.2181;27;1.75779;1.67967;1.52342;1.48436;1.44529;1.6406;1.32811;1.75779;6.2487;6.2487
241425;24;12.5491;7.52;8.75;29.25;0.999424;0.999424;81.8;26.6849;1101;1000;93;1.96777;13.49;28.1151;27.2181;27;1.75779;1.67967;1.52342;1.48436;1.44529;1.6406;1.32811;1.75779;6.2487;6.2487
241670;23.25;18.0394;8.16;15;29.25;0.999424;0.999424;135.3;34.0413;1823;1670;93;1.94824;13.49;40.4391;39.5109;30;3.67183;2.81246;2.73434;2.89059;2.73434;2.57809;2.57809;3.28121;6.2487;6.2487
241989;23.25;18.0394;8.16;15;29.25;0.999424;0.999424;135.3;34.0413;1823;1670;93;1.94824;13.49;40.4391;39.5109;30;3.67183;2.81246;2.73434;2.89059;2.73434;2.57809;2.57809;3.28121;6.2487;6.2487
243143;22.5;3.13728;2.24;18.75;29.25;0.999424;0.999424;19.4;4.88441;1062.25;1070;93;0.786131;13.49;0.4095;0.4134;20.25;3.20308;2.42184;2.65622;2.18747;2.34372;1.71873;2.10935;2.34372;6.2487;6.2487
243799;22.5;3.13728;2.24;18.75;29.25;0.999424;0.999424;19.4;4.88441;1062.25;1070;93;0.786131;13.49;0.4095;0.4134;20.25;3.20308;2.42184;2.65622;2.18747;2.34372;1.71873;2.10935;2.34372;6.2487;6.2487
244390;23.25;3.13728;3.104;13.75;29.25;0.999424;0.999424;19.4;6.29281;657.75;620;93;0.781248;13.205;0.1326;-0.0156;10.5;2.49997;1.71873;1.9531;1.48436;1.71873;1.6406;1.40623;1.6406;6.2487;6.2487
244653;23.25;3.13728;3.104;13.75;29.25;0.999424;0.999424;19.4;6.29281;657.75;620;93;0.781248;13.205;0.1326;-0.0156;10.5;2.49997;1.71873;1.9531;1.48436;1.71873;1.6406;1.40623;1.6406;6.2487;6.2487
245117;23.25;2.74512;3.296;10;29.25;0.999424;0.999424;18.2;6.25009;635;600;93;0.786131;13.11;-0.0858;0.1638;4.5;2.2656;1.48436;1.71873;1.24998;1.40623;1.32811;1.21092;1.40623;6.2487;6.2487
245306;23.25;2.74512;3.296;10;29.25;0.999424;0.999424;18.2;6.25009;635;600;93;0.786131;13.11;-0.0858;0.1638;4.5;2.2656;1.48436;1.71873;1.24998;1.40623;1.32811;1.21092;1.40623;6.2487;6.2487
245517;24;2.74512;3.248;7.5;29.25;0.999424;0.999424;17.8;6.29586;629;600;93;0.781248;13.3;0.2184;0.1482;3.75;2.03122;1.24998;1.48436;1.17186;1.32811;1.21092;1.09374;1.21092;6.2487;6.2487
245928;24;2.74512;3.248;7.5;29.25;0.999424;0.999424;17.8;6.29586;629;600;93;0.781248;13.3;0.2184;0.1482;3.75;2.03122;1.24998;1.48436;1.17186;1.32811;1.21092;1.09374;1.21092;6.2487;6.2487
246468;24;2.74512;3.2;6.25;29.25;0.999424;0.999424;17.2;6.89554;612.25;600;93;0.883787;13.395;0.0507;-0.1482;6;1.79685;1.1328;1.24998;1.09374;1.1328;1.05467;1.01561;1.1328;6.2487;6.2487
246744;24;2.74512;3.2;6.25;29.25;0.999424;0.999424;17.2;6.89554;612.25;600;93;0.883787;13.395;0.0507;-0.1482;6;1.79685;1.1328;1.24998;1.09374;1.1328;1.05467;1.01561;1.1328;6.2487;6.2487
247368;24;5.49024;4.976;5;29.25;0.999424;0.999424;32.3;13.2982;657.75;630;93;1.55273;13.3;0.4329;-0.0156;18;1.32811;0.97655;1.01561;1.05467;1.1328;1.21092;1.01561;1.17186;6.2487;6.2487
247809;24;5.49024;4.976;5;29.25;0.999424;0.999424;32.3;13.2982;657.75;630;93;1.55273;13.3;0.4329;-0.0156;18;1.32811;0.97655;1.01561;1.05467;1.1328;1.21092;1.01561;1.17186;6.2487;6.2487
248064;24;10.9805;7.872;6.25;29.25;0.999424;0.999424;72.1;20.3647;758.75;690;93;1.93359;13.49;1.3689;2.5389;22.5;1.17186;1.09374;0.97655;1.1328;1.21092;1.21092;1.01561;1.17186;6.2487;6.2487
248374;24;10.9805;7.872;6.25;29.25;0.999424;0.999424;72.1;20.3647;758.75;690;93;1.93359;13.49;1.3689;2.5389;22.5;1.17186;1.09374;0.97655;1.1328;1.21092;1.21092;1.01561;1.17186;6.2487;6.2487
248732;24;14.9021;8.848;8.75;29.25;0.999424;0.999424;95.1;31.8043;1150.75;1050;93;2.00683;13.49;33.2826;31.7304;24;1.36717;1.40623;1.1328;1.32811;1.32811;1.83591;1.24998;1.44529;6.2487;6.2487
249074;24;14.9021;8.848;8.75;29.25;0.999424;0.999424;95.1;31.8043;1150.75;1050;93;2.00683;13.49;33.2826;31.7304;24;1.36717;1.40623;1.1328;1.32811;1.32811;1.83591;1.24998;1.44529;6.2487;6.2487
249359;22.5;16.8629;7.76;13.75;29.25;0.999424;0.999424;122.9;32.6772;1722.5;1580;93;2.00683;13.49;39.7956;39.8424;31.5;3.12496;2.42184;2.34372;2.73434;2.49997;2.96871;2.2656;3.20308;6.2487;6.2487
249719;22.5;16.8629;7.76;13.75;29.25;0.999424;0.999424;122.9;32.6772;1722.5;1580;93;2.00683;13.49;39.7956;39.8424;31.5;3.12496;2.42184;2.34372;2.73434;2.49997;2.96871;2.2656;3.20308;6.2487;6.2487
250090;22.5;14.1178;6.016;20;28.5;0.999424;0.999424;116.5;25.8091;2151.75;1980;93;1.85546;13.49;33.9066;33.8052;39;3.82808;3.67183;2.89059;2.96871;3.43746;3.20308;2.96871;3.51558;6.2487;6.2487
250446;22.5;14.1178;6.016;20;28.5;0.999424;0.999424;116.5;25.8091;2151.75;1980;93;1.85546;13.49;33.9066;33.8052;39;3.82808;3.67183;2.89059;2.96871;3.43746;3.20308;2.96871;3.51558;6.2487;6.2487
250749;21.75;5.09808;2.384;22.5;28.5;0.999424;0.999424;32.3;0.714121;2131.5;1990;93.75;0.781248;13.585;6.045;6.5832;0.75;4.06245;4.37494;3.12496;3.12496;3.82808;3.12496;2.96871;3.51558;6.2487;6.2487
251090;21.75;5.09808;2.384;22.5;28.5;0.999424;0.999424;32.3;0.714121;2131.5;1990;93.75;0.781248;13.585;6.045;6.5832;0.75;4.06245;4.37494;3.12496;3.12496;3.82808;3.12496;2.96871;3.51558;6.2487;6.2487
251256;21.75;3.9216;2.224;21.25;28.5;0.999424;0.999424;25.5;4.30304;1462.25;1480;93.75;0.786131;13.585;0.2574;0.4485;22.5;3.28121;2.96871;3.35933;2.49997;3.28121;2.42184;2.73434;3.43746;6.2487;6.2487
251438;21.75;3.9216;2.224;21.25;28.5;0.999424;0.999424;25.5;4.30304;1462.25;1480;93.75;0.786131;13.585;0.2574;0.4485;22.5;3.28121;2.96871;3.35933;2.49997;3.28121;2.42184;2.73434;3.43746;6.2487;6.2487
251610;22.5;3.52944;2.288;18.75;28.5;0.999424;0.999424;21.9;4.28473;1224.5;1240;93.75;0.781248;13.49;0.3588;0.4719;16.5;3.28121;2.42184;3.20308;2.18747;2.89059;2.03122;2.34372;3.04684;6.2487;6.2487
251732;22.5;3.52944;2.288;18.75;28.5;0.999424;0.999424;21.9;4.28473;1224.5;1240;93.75;0.781248;13.49;0.3588;0.4719;16.5;3.28121;2.42184;3.20308;2.18747;2.89059;2.03122;2.34372;3.04684;6.2487;6.2487
251875;22.5;3.13728;2.256;17.5;28.5;0.999424;0.999424;20.1;4.76386;1083;1080;93.75;0.781248;13.49;0.4017;0.2028;20.25;2.81246;2.18747;3.12496;1.9531;2.65622;1.9531;2.10935;2.81246;6.2487;6.2487
251967;22.5;3.13728;2.256;17.5;28.5;0.999424;0.999424;20.1;4.76386;1083;1080;93.75;0.781248;13.49;0.4017;0.2028;20.25;2.81246;2.18747;3.12496;1.9531;2.65622;1.9531;2.10935;2.81246;6.2487;6.2487
252106;22.5;2.74512;2.304;15;28.5;0.999424;0.999424;18.7;4.90729;958.25;970;93.75;0.781248;13.49;0.2145;0.0468;21;2.49997;2.03122;2.96871;1.79685;2.49997;1.79685;2.03122;2.73434;6.2487;6.2487
252220;22.5;2.74512;2.304;15;28.5;0.999424;0.999424;18.7;4.90729;958.25;970;93.75;0.781248;13.49;0.2145;0.0468;21;2.49997;2.03122;2.96871;1.79685;2.49997;1.79685;2.03122;2.73434;6.2487;6.2487
252445;22.5;2.74512;2.48;12.5;28.5;0.999424;0.999424;18.9;4.96223;822.25;820;93.75;0.786131;13.49;0.2964;0.6279;20.25;2.42184;1.79685;2.73434;1.56248;2.2656;1.6406;1.79685;2.49997;6.2487;6.2487
252687;22.5;2.74512;2.48;12.5;28.5;0.999424;0.999424;18.9;4.96223;822.25;820;93.75;0.786131;13.49;0.2964;0.6279;20.25;2.42184;1.79685;2.73434;1.56248;2.2656;1.6406;1.79685;2.49997;6.2487;6.2487
252846;22.5;3.13728;2.784;10;28.5;0.999424;0.999424;19.4;4.90882;723.25;700;93.75;0.786131;13.3;0.1482;0.0468;11.25;2.2656;1.6406;2.57809;1.40623;2.10935;1.48436;1.6406;2.34372;6.2487;6.2487
253092;22.5;3.13728;2.784;10;28.5;0.999424;0.999424;19.4;4.90882;723.25;700;93.75;0.786131;13.3;0.1482;0.0468;11.25;2.2656;1.6406;2.57809;1.40623;2.10935;1.48436;1.6406;2.34372;6.2487;6.2487
253360;22.5;2.74512;3.2;6.25;28.5;0.999424;0.999424;18.9;5.73433;657.75;610;93.75;0.781248;12.92;0.0234;0.234;6;2.03122;1.40623;2.34372;1.21092;1.87498;1.71873;1.32811;2.03122;6.2487;6.2487
253446;22.5;2.74512;3.2;6.25;28.5;0.999424;0.999424;18.9;5.73433;657.75;610;93.75;0.781248;12.92;0.0234;0.234;6;2.03122;1.40623;2.34372;1.21092;1.87498;1.71873;1.32811;2.03122;6.2487;6.2487
253638;22.5;2.74512;3.264;5;28.5;0.999424;0.999424;18.9;5.92202;642.75;600;93.75;0.786131;12.92;-0.0351;0.1365;4.5;1.87498;1.32811;2.2656;1.17186;1.79685;1.6406;1.24998;1.9531;6.2487;6.2487
253826;22.5;2.74512;3.264;5;28.5;0.999424;0.999424;18.9;5.92202;642.75;600;93.75;0.786131;12.92;-0.0351;0.1365;4.5;1.87498;1.32811;2.2656;1.17186;1.79685;1.6406;1.24998;1.9531;6.2487;6.2487
257960;23.25;2.74512;3.264;3.75;28.5;0.999424;0.999424;17.4;6.35843;630.25;600;93.75;0.786131;13.11;0.1794;0.0741;5.25;1.71873;1.17186;2.10935;1.09374;1.6406;1.48436;1.17186;1.79685;6.2487;6.2487
258368;23.25;2.74512;3.264;3.75;28.5;0.999424;0.999424;17.4;6.35843;630.25;600;93.75;0.786131;13.11;0.1794;0.0741;5.25;1.71873;1.17186;2.10935;1.09374;1.6406;1.48436;1.17186;1.79685;6.2487;6.2487
259426;23.25;5.8824;4.72;11.25;28.5;0.999424;0.999424;39.1;8.9784;1230;1160;93.75;0.781248;13.395;16.6218;21.5865;5.25;1.79685;1.83591;1.40623;1.60154;1.67967;1.40623;1.52342;2.03122;6.2487;6.2487
259736;23.25;5.8824;4.72;11.25;28.5;0.999424;0.999424;39.1;8.9784;1230;1160;93.75;0.781248;13.395;16.6218;21.5865;5.25;1.79685;1.83591;1.40623;1.60154;1.67967;1.40623;1.52342;2.03122;6.2487;6.2487
260818;23.25;2.74512;2.656;10;28.5;0.999424;0.999424;17.9;5.60005;668.5;660;93.75;0.781248;13.11;0.0858;0.3705;15;1.83591;1.71873;1.17186;1.21092;1.40623;1.28905;1.24998;1.32811;6.2487;6.2487
261156;23.25;2.74512;2.656;10;28.5;0.999424;0.999424;17.9;5.60005;668.5;660;93.75;0.781248;13.11;0.0858;0.3705;15;1.83591;1.71873;1.17186;1.21092;1.40623;1.28905;1.24998;1.32811;6.2487;6.2487
261499;24;2.74512;3.28;5;28.5;0.999424;0.999424;17.9;6.86655;619.75;600;93.75;0.786131;13.015;0.0546;0.2886;6;1.71873;1.48436;0.97655;1.01561;1.24998;1.05467;1.01561;1.09374;6.2487;6.2487
261677;24;2.74512;3.28;5;28.5;0.999424;0.999424;17.9;6.86655;619.75;600;93.75;0.786131;13.015;0.0546;0.2886;6;1.71873;1.48436;0.97655;1.01561;1.24998;1.05467;1.01561;1.09374;6.2487;6.2487
261954;24;2.74512;3.264;0;28.5;0.999424;0.999424;17.5;6.64682;619.5;600;93.75;0.786131;13.11;0.234;0.1482;4.5;1.6406;1.40623;0.898426;1.01561;1.28905;1.09374;0.898426;1.09374;6.2487;6.2487
262282;24;2.74512;3.264;0;28.5;0.999424;0.999424;17.5;6.64682;619.5;600;93.75;0.786131;13.11;0.234;0.1482;4.5;1.6406;1.40623;0.898426;1.01561;1.28905;1.09374;0.898426;1.09374;6.2487;6.2487
262502;24;2.74512;3.264;0;28.5;0.999424;0.999424;17.7;7.00541;610.25;600;93.75;0.786131;13.205;0.234;0.0702;6;1.52342;1.28905;0.820302;0.97655;1.24998;1.05467;0.859364;1.09374;6.2487;6.2487
262807;24;2.74512;3.264;0;28.5;0.999424;0.999424;17.7;7.00541;610.25;600;93.75;0.786131;13.205;0.234;0.0702;6;1.52342;1.28905;0.820302;0.97655;1.24998;1.05467;0.859364;1.09374;6.2487;6.2487
263158;24;2.74512;3.232;0;28.5;0.999424;0.999424;17.4;6.82535;610.75;600;93.75;0.786131;13.395;-0.0468;0.1209;5.25;1.36717;1.1328;0.820302;0.97655;1.1328;0.937488;0.859364;1.09374;6.2487;6.2487
263406;24;2.74512;3.232;0;28.5;0.999424;0.999424;17.4;6.82535;610.75;600;93.75;0.786131;13.395;-0.0468;0.1209;5.25;1.36717;1.1328;0.820302;0.97655;1.1328;0.937488;0.859364;1.09374;6.2487;6.2487
263974;24;2.74512;3.232;0;28.5;0.999424;0.999424;17.4;7.14579;605.5;600;93.75;0.786131;13.395;0.0507;-0.1599;6;1.28905;1.09374;0.820302;0.97655;1.17186;0.898426;0.859364;1.09374;6.2487;6.2487
264558;24;2.74512;3.232;0;28.5;0.999424;0.999424;17.4;7.14579;605.5;600;93.75;0.786131;13.395;0.0507;-0.1599;6;1.28905;1.09374;0.820302;0.97655;1.17186;0.898426;0.859364;1.09374;6.2487;6.2487
264957;24.75;2.74512;3.232;0;28.5;0.999424;0.999424;16.9;7.14579;602.75;600;94.5;0.786131;13.395;0.2106;-0.0117;6;1.05467;1.01561;0.859364;0.97655;1.09374;0.937488;0.859364;1.1328;6.2487;6.2487
265310;24.75;2.74512;3.232;0;28.5;0.999424;0.999424;16.9;7.14579;602.75;600;94.5;0.786131;13.395;0.2106;-0.0117;6;1.05467;1.01561;0.859364;0.97655;1.09374;0.937488;0.859364;1.1328;6.2487;6.2487
265576;24.75;2.74512;3.232;0;28.5;0.999424;0.999424;17;7.42808;600.5;600;94.5;0.781248;13.395;-0.0234;-0.3003;7.5;0.898426;0.97655;0.859364;1.05467;1.09374;0.937488;0.898426;1.17186;6.2487;6.2487
265670;24.75;2.74512;3.232;0;28.5;0.999424;0.999424;17;7.42808;600.5;600;94.5;0.781248;13.395;-0.0234;-0.3003;7.5;0.898426;0.97655;0.859364;1.05467;1.09374;0.937488;0.898426;1.17186;6.2487;6.2487
265838;24.75;2.74512;3.248;0;28.5;0.999424;0.999424;17.3;7.16563;602.75;600;94.5;0.786131;13.395;0.0858;-0.1872;6;0.859364;1.01561;0.859364;1.05467;1.05467;0.898426;0.898426;1.21092;6.2487;6.2487
265994;24.75;2.74512;3.248;0;28.5;0.999424;0.999424;17.3;7.16563;602.75;600;94.5;0.786131;13.395;0.0858;-0.1872;6;0.859364;1.01561;0.859364;1.05467;1.05467;0.898426;0.898426;1.21092;6.2487;6.2487
266140;24.75;2.74512;3.232;0;28.5;0.999424;0.999424;16.9;7.4174;599.75;600;94.5;0.781248;13.3;-0.234;-0.2652;7.5;0.820302;1.05467;0.898426;1.01561;1.05467;0.898426;0.898426;1.24998;6.2487;6.2487
266236;24.75;2.74512;3.232;0;28.5;0.999424;0.999424;16.9;7.4174;599.75;600;94.5;0.781248;13.3;-0.234;-0.2652;7.5;0.820302;1.05467;0.898426;1.01561;1.05467;0.898426;0.898426;1.24998;6.2487;6.2487
266367;24.75;2.74512;3.248;0;28.5;0.999424;0.999424;17;7.43876;599;600;94.5;0.781248;13.3;0.0429;-0.3432;7.5;0.859364;1.09374;0.859364;0.97655;1.05467;0.937488;0.859364;1.21092;6.2487;6.2487
266459;24.75;2.74512;3.248;0;28.5;0.999424;0.999424;17;7.43876;599;600;94.5;0.781248;13.3;0.0429;-0.3432;7.5;0.859364;1.09374;0.859364;0.97655;1.05467;0.937488;0.859364;1.21092;6.2487;6.2487
266618;24.75;2.74512;3.312;0;28.5;0.999424;0.999424;17.4;7.55321;593.25;600;94.5;0.786131;13.395;0.039;-0.3783;8.25;0.898426;1.05467;0.820302;0.97655;1.01561;0.97655;0.820302;1.17186;6.2487;6.2487
266912;24.75;2.74512;3.312;0;28.5;0.999424;0.999424;17.4;7.55321;593.25;600;94.5;0.786131;13.395;0.039;-0.3783;8.25;0.898426;1.05467;0.820302;0.97655;1.01561;0.97655;0.820302;1.17186;6.2487;6.2487
267137;24.75;2.74512;3.248;0;28.5;0.999424;0.999424;17;7.57457;594.75;600;94.5;0.786131;13.395;-0.0858;-0.3354;8.25;0.937488;1.05467;0.937488;0.97655;1.01561;0.97655;0.898426;1.09374;6.2487;6.2487
267588;24.75;2.74512;3.248;0;28.5;0.999424;0.999424;17;7.57457;594.75;600;94.5;0.786131;13.395;-0.0858;-0.3354;8.25;0.937488;1.05467;0.937488;0.97655;1.01561;0.97655;0.898426;1.09374;6.2487;6.2487
267808;24.75;2.74512;3.232;0;28.5;0.999424;0.999424;16.7;7.4586;601.25;600;94.5;0.786131;13.395;0.1131;-0.0975;6.75;0.898426;1.05467;0.898426;0.937488;1.09374;0.898426;0.859364;1.17186;6.2487;6.2487
268000;24.75;2.74512;3.232;0;28.5;0.999424;0.999424;16.7;7.4586;601.25;600;94.5;0.786131;13.395;0.1131;-0.0975;6.75;0.898426;1.05467;0.898426;0.937488;1.09374;0.898426;0.859364;1.17186;6.2487;6.2487
268226;24.75;2.74512;3.232;0;28.5;0.999424;0.999424;16.9;7.42808;597.5;600;94.5;0.781248;13.395;-0.0156;-0.1248;7.5;0.898426;1.05467;0.820302;1.01561;1.1328;0.937488;0.898426;1.21092;6.2487;6.2487
268363;24.75;2.74512;3.232;0;28.5;0.999424;0.999424;16.9;7.42808;597.5;600;94.5;0.781248;13.395;-0.0156;-0.1248;7.5;0.898426;1.05467;0.820302;1.01561;1.1328;0.937488;0.898426;1.21092;6.2487;6.2487
268646;24.75;2.74512;3.232;0;28.5;0.999424;0.999424;16.9;7.43876;596.25;600;94.5;0.781248;13.395;0.1677;-0.195;8.25;0.97655;0.97655;0.820302;1.01561;1.05467;0.937488;0.859364;1.21092;6.2487;6.2487
268829;24.75;2.74512;3.232;0;28.5;0.999424;0.999424;16.9;7.43876;596.25;600;94.5;0.781248;13.395;0.1677;-0.195;8.25;0.97655;0.97655;0.820302;1.01561;1.05467;0.937488;0.859364;1.21092;6.2487;6.2487
269120;24.75;2.74512;3.248;0;28.5;0.999424;0.999424;16.9;7.32737;601.5;600;94.5;0.786131;13.395;0.039;0.0078;6.75;0.898426;0.97655;0.820302;0.97655;1.05467;1.01561;0.859364;1.21092;6.2487;6.2487
269269;24.75;2.74512;3.248;0;28.5;0.999424;0.999424;16.9;7.32737;601.5;600;94.5;0.786131;13.395;0.039;0.0078;6.75;0.898426;0.97655;0.820302;0.97655;1.05467;1.01561;0.859364;1.21092;6.2487;6.2487
269500;24.75;2.74512;3.248;0;28.5;0.999424;0.999424;16.9;7.47996;597.75;600;94.5;0.781248;13.395;0.0351;-0.2964;7.5;0.97655;0.97655;0.859364;1.05467;1.1328;1.01561;0.859364;1.28905;6.2487;6.2487
269595;24.75;2.74512;3.248;0;28.5;0.999424;0.999424;16.9;7.47996;597.75;600;94.5;0.781248;13.395;0.0351;-0.2964;7.5;0.97655;0.97655;0.859364;1.05467;1.1328;1.01561;0.859364;1.28905;6.2487;6.2487
269821;24.75;2.74512;3.248;0;28.5;0.999424;0.999424;17.2;7.57457;597.5;600;94.5;0.781248;13.395;0.1638;0.039;7.5;0.937488;0.937488;0.898426;1.01561;1.09374;0.97655;0.859364;1.24998;6.2487;6.2487
269909;24.75;2.74512;3.248;0;28.5;0.999424;0.999424;17.2;7.57457;597.5;600;94.5;0.781248;13.395;0.1638;0.039;7.5;0.937488;0.937488;0.898426;1.01561;1.09374;0.97655;0.859364;1.24998;6.2487;6.2487
270047;24.75;2.74512;3.248;0;28.5;0.999424;0.999424;16.9;7.46928;597.75;600;94.5;0.781248;13.395;-0.1326;0.0078;7.5;0.898426;0.937488;0.898426;0.97655;1.17186;0.97655;0.820302;1.21092;6.2487;6.2487
270149;24.75;2.74512;3.248;0;28.5;0.999424;0.999424;16.9;7.46928;597.75;600;94.5;0.781248;13.395;-0.1326;0.0078;7.5;0.898426;0.937488;0.898426;0.97655;1.17186;0.97655;0.820302;1.21092;6.2487;6.2487
270287;24.75;2.35296;3.248;0;28.5;0.999424;0.999424;17.2;7.54405;595.75;600;94.5;0.781248;13.395;0.0741;-0.0741;8.25;0.898426;0.97655;0.898426;1.01561;1.21092;0.937488;0.859364;1.17186;6.2487;6.2487
270379;24.75;2.35296;3.248;0;28.5;0.999424;0.999424;17.2;7.54405;595.75;600;94.5;0.781248;13.395;0.0741;-0.0741;8.25;0.898426;0.97655;0.898426;1.01561;1.21092;0.937488;0.859364;1.17186;6.2487;6.2487
270516;24.75;2.35296;3.248;0;28.5;0.999424;0.999424;16.9;7.31669;599.5;600;94.5;0.781248;13.395;0.1365;-0.195;6.75;0.859364;1.01561;0.859364;0.97655;1.17186;0.97655;0.898426;1.1328;6.2487;6.2487
270618;24.75;2.35296;3.248;0;28.5;0.999424;0.999424;16.9;7.31669;599.5;600;94.5;0.781248;13.395;0.1365;-0.195;6.75;0.859364;1.01561;0.859364;0.97655;1.17186;0.97655;0.898426;1.1328;6.2487;6.2487
270756;24.75;2.35296;3.232;0;28.5;0.999424;0.999424;16.9;7.69969;597;600;94.5;0.781248;13.395;0.1911;0.117;8.25;0.859364;0.97655;0.898426;1.01561;1.17186;0.97655;0.898426;1.1328;6.2487;6.2487
270850;24.75;2.35296;3.232;0;28.5;0.999424;0.999424;16.9;7.69969;597;600;94.5;0.781248;13.395;0.1911;0.117;8.25;0.859364;0.97655;0.898426;1.01561;1.17186;0.97655;0.898426;1.1328;6.2487;6.2487
271094;24.75;2.35296;3.248;0;28.5;0.999424;0.999424;17.4;7.44944;597.5;600;94.5;0.786131;13.395;-0.1131;-0.0663;7.5;0.859364;0.97655;0.937488;1.01561;1.1328;1.01561;0.937488;1.17186;6.2487;6.2487
271288;24.75;2.35296;3.248;0;28.5;0.999424;0.999424;17.4;7.44944;597.5;600;94.5;0.786131;13.395;-0.1131;-0.0663;7.5;0.859364;0.97655;0.937488;1.01561;1.1328;1.01561;0.937488;1.17186;6.2487;6.2487
